Id,Prediction
290,0.53961086
291,0.56978405
292,0.5686928
293,0.5366336
294,0.55199516
295,0.56978256
296,0.53684485
297,0.5483045
298,0.56978256
299,0.56978256
300,0.537796
301,0.5397558
302,0.5381179
303,0.5375311
304,0.537441
305,0.58510494
306,0.5356348
307,0.53633344
308,0.5375924
309,0.5437809
310,0.5396213
311,0.53744584
312,0.56978256
313,0.5363038
314,0.5363538
315,0.537554
316,0.56869346
317,0.5411059
318,0.5477508
319,0.55203676
320,0.537066
321,0.53917503
322,0.53658223
323,0.56982404
324,0.56978256
325,0.5381128
326,0.5373772
327,0.548803
328,0.53704286
329,0.5409319
330,0.56980616
331,0.55198115
332,0.5382534
333,0.54542285
334,0.5609808
335,0.54804
336,0.54783624
337,0.5701732
338,0.5480122
339,0.5380574
340,0.56978506
341,0.5402238
342,0.53948563
343,0.5686957
344,0.5449461
345,0.53943247
346,0.5399826
347,0.53921324
348,0.56978256
349,0.53645504
350,0.5361356
351,0.536354
352,0.5520566
353,0.53846145
354,0.5382537
355,0.5407411
356,0.5383587
357,0.5353696
358,0.5406789
359,0.5374874
360,0.5457899
361,0.5697939
362,0.56192297
363,0.54345775
364,0.53621
365,0.5389231
366,0.53819
367,0.5622462
368,0.5370978
369,0.5482079
370,0.56979847
371,0.54640025
372,0.53659594
373,0.53661865
374,0.535888
375,0.5375944
376,0.55095065
377,0.5600507
378,0.56985307
379,0.56980205
380,0.5686953
381,0.53685266
382,0.5360196
383,0.5699653
384,0.5363512
385,0.54034966
386,0.5374704
387,0.56863254
388,0.5365866
389,0.5600412
390,0.53734857
391,0.5387348
392,0.53569794
393,0.5398393
394,0.54071176
395,0.5506913
396,0.54335576
397,0.53868324
398,0.5698265
399,0.5369665
400,0.55638593
401,0.5379094
402,0.5374191
403,0.53815067
404,0.53554416
405,0.5480968
406,0.5704752
407,0.5394334
408,0.53742725
409,0.5364366
410,0.5373802
411,0.540072
412,0.53588516
413,0.56978256
414,0.53561085
415,0.5373569
416,0.5698161
417,0.53552437
418,0.5703454
419,0.5698073
420,0.5440743
421,0.56857896
422,0.536883
423,0.5475921
424,0.5365403
425,0.5359563
426,0.53746146
427,0.54446095
428,0.53781474
429,0.5391187
430,0.54578733
431,0.5422267
432,0.536695
433,0.5420767
434,0.56978256
435,0.56978947
436,0.5697851
437,0.5520292
438,0.5523488
439,0.53750765
440,0.5379873
441,0.5376247
442,0.56978256
443,0.5402679
444,0.5375776
445,0.55203295
446,0.5436692
447,0.5686737
448,0.5465351
449,0.54593706
450,0.54555523
451,0.5372403
452,0.53650844
453,0.54830235
454,0.56978256
455,0.5537392
456,0.5396213
457,0.5392334
458,0.55206746
459,0.55063504
460,0.5369094
461,0.5364166
462,0.5382139
463,0.57037413
464,0.53594947
465,0.5375882
466,0.5686871
467,0.5600501
468,0.56981874
469,0.5355631
470,0.5376183
471,0.5395036
472,0.53624856
473,0.5356732
474,0.56981707
475,0.53782064
476,0.5600483
477,0.5374848
478,0.5724751
479,0.5707414
480,0.5380726
481,0.53797793
482,0.5377313
483,0.5387573
484,0.53946036
485,0.54796654
486,0.5453071
487,0.537766
488,0.5506739
489,0.5357467
490,0.53537595
491,0.53740704
492,0.5520773
493,0.5686517
494,0.5412539
495,0.53708947
496,0.54525584
497,0.53667897
498,0.5686927
499,0.56007147
500,0.5600389
501,0.5381336
502,0.53756136
503,0.56979156
504,0.53736335
505,0.53747404
506,0.5383671
507,0.54227436
508,0.5368234
509,0.56004524
510,0.53765833
511,0.5479397
512,0.5377647
513,0.56978494
514,0.5686857
515,0.54017156
516,0.5686914
517,0.536034
518,0.55292416
519,0.55871874
520,0.56868917
521,0.54053104
522,0.5696264
523,0.56860095
524,0.54272324
525,0.56164974
526,0.5561885
527,0.5697893
528,0.538276
529,0.5488033
530,0.5704838
531,0.5384545
532,0.5733159
533,0.5379512
534,0.56978256
535,0.54811394
536,0.53629446
537,0.5379466
538,0.54857713
539,0.5375336
540,0.5354136
541,0.5520407
542,0.58510494
543,0.5480601
544,0.53829277
545,0.537967
546,0.5368078
547,0.5391463
548,0.53598875
549,0.5366636
550,0.5406133
551,0.5392821
552,0.5493479
553,0.5379483
554,0.548353
555,0.53748274
556,0.5390626
557,0.56978256
558,0.56865704
559,0.55122197
560,0.54948944
561,0.5361121
562,0.5364505
563,0.551445
564,0.540441
565,0.5376349
566,0.54522014
567,0.55742216
568,0.53753865
569,0.5380872
570,0.54246676
571,0.550266
572,0.53845453
573,0.5426215
574,0.5481702
575,0.53870165
576,0.55208486
577,0.53761196
578,0.5378763
579,0.53672045
580,0.5434733
581,0.5374579
582,0.5606803
583,0.53639853
584,0.53736705
585,0.5438075
586,0.53752625
587,0.5353716
588,0.5374597
589,0.56978256
590,0.5501134
591,0.53559875
592,0.536768
593,0.5380252
594,0.5383612
595,0.54920053
596,0.56978256
597,0.5354636
598,0.53787893
599,0.56868964
600,0.53798866
601,0.536785
602,0.5602826
603,0.5378271
604,0.5380072
605,0.5407217
606,0.53777254
607,0.53838104
608,0.53654873
609,0.53744954
610,0.56035244
611,0.53718966
612,0.54830694
613,0.5698033
614,0.5414711
615,0.5358983
616,0.5388554
617,0.5361844
618,0.5485005
619,0.5698016
620,0.554636
621,0.5520959
622,0.53892726
623,0.5520257
624,0.56978256
625,0.5370881
626,0.5477508
627,0.56978256
628,0.54260427
629,0.5393616
630,0.53673565
631,0.54690313
632,0.5395122
633,0.56849986
634,0.5466181
635,0.5367131
636,0.56985444
637,0.5398125
638,0.5372217
639,0.54900515
640,0.5425577
641,0.54449415
642,0.5365824
643,0.54367995
644,0.54054034
645,0.5686894
646,0.54781663
647,0.53684646
648,0.5369644
649,0.554643
650,0.53681624
651,0.5358625
652,0.5601
653,0.56866866
654,0.56978506
655,0.56868243
656,0.552128
657,0.53595084
658,0.54001373
659,0.5382661
660,0.56979406
661,0.5425221
662,0.54361415
663,0.5686784
664,0.5521612
665,0.5698204
666,0.5400868
667,0.53758353
668,0.5413093
669,0.5374866
670,0.5489067
671,0.56009537
672,0.5376532
673,0.569803
674,0.5495299
675,0.55214334
676,0.53767097
677,0.56978256
678,0.535917
679,0.56865984
680,0.5385314
681,0.56007123
682,0.56867206
683,0.5377478
684,0.547942
685,0.5375828
686,0.5391503
687,0.5479996
688,0.536488
689,0.53711146
690,0.53566235
691,0.5353929
692,0.53870773
693,0.53774846
694,0.5603028
695,0.5358747
696,0.56869364
697,0.5686491
698,0.5360606
699,0.5374508
700,0.5701017
701,0.53682137
702,0.54179865
703,0.53981155
704,0.5602058
705,0.54820204
706,0.53750265
707,0.53929883
708,0.55018365
709,0.5370273
710,0.5686953
711,0.5722863
712,0.5385176
713,0.56978256
714,0.5363222
715,0.5379593
716,0.56978595
717,0.5430039
718,0.5363322
719,0.53772414
720,0.5359601
721,0.5409063
722,0.53849864
723,0.5383063
724,0.53540975
725,0.54053676
726,0.5516219
727,0.53647214
728,0.5359721
729,0.56930655
730,0.53740287
731,0.5521522
732,0.5686894
733,0.53582424
734,0.5698244
735,0.56978476
736,0.557097
737,0.5366943
738,0.5397526
739,0.53904825
740,0.5369024
741,0.5371021
742,0.54747957
743,0.53755796
744,0.54383844
745,0.549852
746,0.5425044
747,0.5376639
748,0.5390752
749,0.5360993
750,0.5439156
751,0.53762466
752,0.53978026
753,0.56006044
754,0.56978256
755,0.5489511
756,0.56978256
757,0.53719693
758,0.5388188
759,0.53752834
760,0.5700597
761,0.53688794
762,0.5379814
763,0.5387571
764,0.53746766
765,0.56978256
766,0.5385613
767,0.5357605
768,0.5368013
769,0.5384763
770,0.5435133
771,0.5383901
772,0.5394063
773,0.53804755
774,0.56979686
775,0.56978655
776,0.53709817
777,0.5372858
778,0.57157755
779,0.55214715
780,0.5388351
781,0.5686631
782,0.5358966
783,0.5384352
784,0.53593385
785,0.53998417
786,0.5369426
787,0.56978256
788,0.5396462
789,0.5449302
790,0.544526
791,0.53683907
792,0.56866485
793,0.56978357
794,0.5394731
795,0.53874606
796,0.536062
797,0.5359638
798,0.53654826
799,0.53793585
800,0.5413872
801,0.53557205
802,0.5358411
803,0.56859607
804,0.53985316
805,0.54257095
806,0.56978256
807,0.56978256
808,0.5406886
809,0.53698194
810,0.5409404
811,0.5523258
812,0.5358359
813,0.5686943
814,0.5361824
815,0.53819275
816,0.5488481
817,0.53890896
818,0.5600402
819,0.55258197
820,0.54080886
821,0.5360172
822,0.5476209
823,0.5370139
824,0.5529149
825,0.53667015
826,0.5600546
827,0.53632855
828,0.56864756
829,0.55495244
830,0.53740084
831,0.56088084
832,0.5377542
833,0.5389007
834,0.53851336
835,0.56978256
836,0.5372039
837,0.56983346
838,0.54293454
839,0.5359127
840,0.560171
841,0.5389712
842,0.53823024
843,0.5484615
844,0.53777367
845,0.5482649
846,0.5366842
847,0.53562355
848,0.53610146
849,0.5374011
850,0.56978256
851,0.53617036
852,0.54042524
853,0.5523066
854,0.56867325
855,0.5482113
856,0.5363135
857,0.5378706
858,0.5361764
859,0.5363179
860,0.5380557
861,0.54998636
862,0.5515291
863,0.5353207
864,0.5372015
865,0.53599167
866,0.53750527
867,0.5706
868,0.5686839
869,0.56978256
870,0.5379143
871,0.5361368
872,0.5358162
873,0.5393108
874,0.5384851
875,0.53886276
876,0.5379654
877,0.5697849
878,0.53720194
879,0.56143814
880,0.5401266
881,0.5425505
882,0.5461488
883,0.538362
884,0.5381701
885,0.56868124
886,0.5600779
887,0.5361003
888,0.5689374
889,0.53746283
890,0.54008347
891,0.53681064
892,0.5686475
893,0.56869096
894,0.53792685
895,0.5697924
896,0.5698238
897,0.56979185
898,0.5352393
899,0.5377163
900,0.5697853
901,0.53713757
902,0.5494947
903,0.53746724
904,0.54047203
905,0.5697889
906,0.5365033
907,0.5369232
908,0.5600378
909,0.56978256
910,0.537037
911,0.5408298
912,0.5378242
913,0.53696233
914,0.5378876
915,0.5509768
916,0.56981003
917,0.5373941
918,0.53957343
919,0.53708535
920,0.55200535
921,0.5479937
922,0.56978256
923,0.5380274
924,0.55214155
925,0.53737426
926,0.55225366
927,0.56984204
928,0.5362675
929,0.53736484
930,0.54031366
931,0.5356596
932,0.53642356
933,0.5365328
934,0.53625125
935,0.538849
936,0.53906393
937,0.53657264
938,0.5375705
939,0.5532435
940,0.56009215
941,0.53602886
942,0.56979734
943,0.56978256
944,0.53630716
945,0.5366756
946,0.5378243
947,0.5730049
948,0.5378596
949,0.54294986
950,0.53910035
951,0.56978256
952,0.56980217
953,0.5698354
954,0.56979185
955,0.54408675
956,0.5376147
957,0.5478371
958,0.5364212
959,0.53606075
960,0.5524816
961,0.5371558
962,0.5362456
963,0.5507511
964,0.54128283
965,0.53757644
966,0.5354026
967,0.53786594
968,0.5481061
969,0.53852147
970,0.536739
971,0.53563255
972,0.5609316
973,0.5374278
974,0.5686634
975,0.5408925
976,0.56978405
977,0.5494786
978,0.55245733
979,0.53622705
980,0.54013824
981,0.53703976
982,0.53578335
983,0.5359982
984,0.56978256
985,0.5621758
986,0.5735254
987,0.5363084
988,0.5686089
989,0.53743464
990,0.5373858
991,0.53745264
992,0.5365428
993,0.56978256
994,0.53582615
995,0.5366961
996,0.5686946
997,0.56858534
998,0.56253946
999,0.56978256
1000,0.5401581
1001,0.53796774
1002,0.5380869
1003,0.5478281
1004,0.53815174
1005,0.5374301
1006,0.54905885
1007,0.56978256
1008,0.5386412
1009,0.55234134
1010,0.5397706
1011,0.5698022
1012,0.56978256
1013,0.5389566
1014,0.55542743
1015,0.5475062
1016,0.5382158
1017,0.5483331
1018,0.53741
1019,0.5497155
1020,0.537749
1021,0.5378396
1022,0.5521291
1023,0.53574187
1024,0.5418143
1025,0.54528624
1026,0.5378643
1027,0.5380401
1028,0.5374631
1029,0.56978375
1030,0.53787816
1031,0.5426113
1032,0.5686909
1033,0.54164517
1034,0.53742045
1035,0.5686928
1036,0.5375864
1037,0.53526574
1038,0.5365305
1039,0.539121
1040,0.54592234
1041,0.5375123
1042,0.56980133
1043,0.5697868
1044,0.5535993
1045,0.5381598
1046,0.5686917
1047,0.5698
1048,0.5365313
1049,0.56979096
1050,0.53817326
1051,0.56978256
1052,0.5363638
1053,0.5520334
1054,0.5481089
1055,0.5375545
1056,0.5355044
1057,0.56980085
1058,0.56004775
1059,0.5368532
1060,0.53921926
1061,0.5381534
1062,0.5697892
1063,0.5396302
1064,0.5375957
1065,0.53592855
1066,0.56978256
1067,0.54231143
1068,0.54594123
1069,0.5392867
1070,0.5697881
1071,0.5436672
1072,0.5388633
1073,0.56006867
1074,0.53608865
1075,0.5374471
1076,0.5686942
1077,0.5373781
1078,0.56005144
1079,0.53733623
1080,0.56022555
1081,0.5547933
1082,0.5385988
1083,0.54069215
1084,0.56869245
1085,0.53621435
1086,0.5357394
1087,0.5374119
1088,0.5358422
1089,0.5364218
1090,0.5405748
1091,0.54530144
1092,0.56006134
1093,0.56978256
1094,0.5378859
1095,0.53764427
1096,0.5360694
1097,0.56995595
1098,0.53870225
1099,0.5369363
1100,0.538616
1101,0.53758687
1102,0.56980485
1103,0.55219203
1104,0.56978256
1105,0.53832614
1106,0.5369271
1107,0.53719556
1108,0.53777367
1109,0.5707122
1110,0.5369215
1111,0.54822797
1112,0.5600853
1113,0.5375035
1114,0.54721415
1115,0.56987673
1116,0.569791
1117,0.5376823
1118,0.5386585
1119,0.5372306
1120,0.5519437
1121,0.5377979
1122,0.53650093
1123,0.542323
1124,0.53610086
1125,0.537023
1126,0.5705381
1127,0.5373012
1128,0.5411123
1129,0.5370994
1130,0.54693675
1131,0.56979555
1132,0.54843765
1133,0.53729546
1134,0.54361933
1135,0.5370841
1136,0.5367832
1137,0.54143244
1138,0.5452119
1139,0.5511789
1140,0.56869435
1141,0.5370791
1142,0.53714365
1143,0.55665314
1144,0.552009
1145,0.56869364
1146,0.53629315
1147,0.5369837
1148,0.57014805
1149,0.5374935
1150,0.53852236
1151,0.54770344
1152,0.5686586
1153,0.5365931
1154,0.5479911
1155,0.5371736
1156,0.5378325
1157,0.5355628
1158,0.53768784
1159,0.5601711
1160,0.5375283
1161,0.56978387
1162,0.53818744
1163,0.5376328
1164,0.55934906
1165,0.53595775
1166,0.5401826
1167,0.5545782
1168,0.537865
1169,0.53888065
1170,0.5435018
1171,0.5697933
1172,0.54785794
1173,0.5488235
1174,0.56979096
1175,0.55148005
1176,0.5370501
1177,0.5600542
1178,0.53768986
1179,0.53736764
1180,0.5435569
1181,0.5375727
1182,0.5375059
1183,0.5364086
1184,0.56979126
1185,0.5374049
1186,0.53635085
1187,0.5446404
1188,0.5421402
1189,0.5408552
1190,0.54663676
1191,0.54881096
1192,0.56978595
1193,0.56869304
1194,0.56978256
1195,0.5373585
1196,0.5368036
1197,0.5366314
1198,0.54257303
1199,0.5525147
1200,0.5686126
1201,0.5435015
1202,0.5368068
1203,0.5686602
1204,0.53559184
1205,0.5362716
1206,0.56978977
1207,0.53671324
1208,0.53540975
1209,0.5366907
1210,0.55175525
1211,0.56869036
1212,0.56979144
1213,0.5481278
1214,0.536211
1215,0.53730315
1216,0.56978476
1217,0.54700464
1218,0.53620154
1219,0.54239583
1220,0.542238
1221,0.5401487
1222,0.5384085
1223,0.54821306
1224,0.5521236
1225,0.5376486
1226,0.5686906
1227,0.53725886
1228,0.5355239
1229,0.53782326
1230,0.5398221
1231,0.53658634
1232,0.53791445
1233,0.57010794
1234,0.5505199
1235,0.5538384
1236,0.537488
1237,0.5726255
1238,0.53683245
1239,0.5386724
1240,0.54910094
1241,0.5354758
1242,0.5390533
1243,0.5363563
1244,0.53903157
1245,0.5406862
1246,0.5478798
1247,0.53737956
1248,0.53890264
1249,0.5360555
1250,0.54867077
1251,0.53889686
1252,0.56978256
1253,0.5390429
1254,0.5660534
1255,0.53772694
1256,0.53759855
1257,0.5527953
1258,0.543329
1259,0.56978256
1260,0.5357154
1261,0.55208594
1262,0.54965323
1263,0.538609
1264,0.56864256
1265,0.5361697
1266,0.53823316
1267,0.5355901
1268,0.54374367
1269,0.56978256
1270,0.53784853
1271,0.5400579
1272,0.53662145
1273,0.5409533
1274,0.5686785
1275,0.5360969
1276,0.553297
1277,0.5476832
1278,0.53630716
1279,0.5375041
1280,0.5444559
1281,0.5399658
1282,0.5355248
1283,0.53773624
1284,0.5384332
1285,0.5379108
1286,0.5364427
1287,0.53902745
1288,0.5699863
1289,0.56979257
1290,0.54101944
1291,0.53728056
1292,0.5698021
1293,0.53547055
1294,0.5372631
1295,0.569817
1296,0.5378141
1297,0.54170215
1298,0.5545916
1299,0.5380191
1300,0.5374273
1301,0.5382307
1302,0.56868786
1303,0.5369625
1304,0.5410513
1305,0.5368882
1306,0.57093596
1307,0.5424202
1308,0.5503522
1309,0.5697889
1310,0.536395
1311,0.5700977
1312,0.5373613
1313,0.54207885
1314,0.5404512
1315,0.5359342
1316,0.5386327
1317,0.5375336
1318,0.5406839
1319,0.53549206
1320,0.53754413
1321,0.56978256
1322,0.550655
1323,0.56978256
1324,0.5374579
1325,0.5432285
1326,0.5513133
1327,0.54722947
1328,0.5600574
1329,0.5356603
1330,0.53757775
1331,0.5388296
1332,0.560054
1333,0.5686873
1334,0.5360958
1335,0.53946805
1336,0.56978256
1337,0.5483906
1338,0.53755176
1339,0.53713876
1340,0.5355925
1341,0.53760093
1342,0.53860146
1343,0.54161286
1344,0.56012034
1345,0.54772127
1346,0.5496943
1347,0.5692408
1348,0.5370774
1349,0.5699914
1350,0.53766185
1351,0.53788394
1352,0.53700924
1353,0.5381295
1354,0.56980544
1355,0.5379276
1356,0.537355
1357,0.53700984
1358,0.5378957
1359,0.54335606
1360,0.53657764
1361,0.53785723
1362,0.5392669
1363,0.54535854
1364,0.5389516
1365,0.5382344
1366,0.5483455
1367,0.569057
1368,0.53705114
1369,0.5399412
1370,0.55235195
1371,0.5697885
1372,0.5373082
1373,0.56864727
1374,0.55212545
1375,0.5453184
1376,0.5360573
1377,0.54146904
1378,0.539414
1379,0.54011494
1380,0.5365381
1381,0.5686289
1382,0.5364068
1383,0.5477022
1384,0.5377094
1385,0.5453463
1386,0.53524405
1387,0.56978256
1388,0.5415281
1389,0.53644156
1390,0.5462626
1391,0.53570896
1392,0.54035926
1393,0.53611404
1394,0.560074
1395,0.5416403
1396,0.5374683
1397,0.5372548
1398,0.5366162
1399,0.5358463
1400,0.5375891
1401,0.5393073
1402,0.56978256
1403,0.5698407
1404,0.54707783
1405,0.5409194
1406,0.5489439
1407,0.53659934
1408,0.54088604
1409,0.5445897
1410,0.54260314
1411,0.53727525
1412,0.5521437
1413,0.53914326
1414,0.5361395
1415,0.53760046
1416,0.5415028
1417,0.56978256
1418,0.5374486
1419,0.56978256
1420,0.537666
1421,0.53762084
1422,0.5574809
1423,0.56868464
1424,0.5530069
1425,0.5399453
1426,0.54280967
1427,0.5470218
1428,0.5379808
1429,0.53780097
1430,0.56979173
1431,0.54036635
1432,0.53744453
1433,0.5390382
1434,0.5358871
1435,0.5389369
1436,0.56979126
1437,0.5366458
1438,0.5367452
1439,0.5378635
1440,0.5409548
1441,0.5373131
1442,0.5686811
1443,0.5698174
1444,0.5383633
1445,0.54760045
1446,0.54785246
1447,0.53726137
1448,0.53693384
1449,0.53616637
1450,0.539502
1451,0.56869394
1452,0.53744465
1453,0.5600649
1454,0.5480506
1455,0.53594756
1456,0.56230175
1457,0.5372594
1458,0.56014085
1459,0.5367436
1460,0.56978256
1461,0.569816
1462,0.5697857
1463,0.535861
1464,0.5422955
1465,0.57470727
1466,0.5363437
1467,0.5600407
1468,0.5397143
1469,0.53657985
1470,0.5431049
1471,0.56978256
1472,0.5698934
1473,0.53883374
1474,0.5370666
1475,0.54307204
1476,0.537614
1477,0.5378408
1478,0.53672224
1479,0.5378008
1480,0.54121417
1481,0.5368873
1482,0.53810215
1483,0.5376307
1484,0.53590494
1485,0.5368752
1486,0.5375894
1487,0.55398774
1488,0.53634757
1489,0.5376423
1490,0.5360252
1491,0.56978256
1492,0.5377546
1493,0.5387501
1494,0.54586226
1495,0.56011295
1496,0.5383949
1497,0.53748494
1498,0.5487545
1499,0.5686873
1500,0.53612137
1501,0.56978256
1502,0.5504115
1503,0.54065657
1504,0.56978256
1505,0.57368004
1506,0.5404345
1507,0.54015625
1508,0.53927964
1509,0.537777
1510,0.53583044
1511,0.54527354
1512,0.5367771
1513,0.5428091
1514,0.5705911
1515,0.5711943
1516,0.5698142
1517,0.53883505
1518,0.5686879
1519,0.53862864
1520,0.5478697
1521,0.53549284
1522,0.56978565
1523,0.5528819
1524,0.5410982
1525,0.5377415
1526,0.5423803
1527,0.54263586
1528,0.5699771
1529,0.5388683
1530,0.5437764
1531,0.5519056
1532,0.5376574
1533,0.53729415
1534,0.53756166
1535,0.5373128
1536,0.56978256
1537,0.53581095
1538,0.537914
1539,0.53648055
1540,0.53783566
1541,0.53814685
1542,0.55209124
1543,0.53598505
1544,0.5520341
1545,0.5381572
1546,0.55187225
1547,0.5368275
1548,0.56867266
1549,0.5500926
1550,0.5487464
1551,0.53867424
1552,0.5388855
1553,0.56978494
1554,0.53689903
1555,0.5360802
1556,0.53808254
1557,0.5360232
1558,0.53767174
1559,0.54305804
1560,0.5686557
1561,0.53917813
1562,0.53763294
1563,0.53769714
1564,0.5478255
1565,0.5522622
1566,0.53679115
1567,0.53914875
1568,0.56978893
1569,0.56978256
1570,0.56545216
1571,0.5373538
1572,0.5533226
1573,0.5383876
1574,0.53994966
1575,0.54788464
1576,0.53693676
1577,0.53734976
1578,0.5686881
1579,0.5360115
1580,0.54525703
1581,0.5600494
1582,0.56033605
1583,0.5422157
1584,0.55201244
1585,0.5698029
1586,0.5361883
1587,0.5489019
1588,0.5374891
1589,0.5703814
1590,0.5364628
1591,0.5477222
1592,0.5423786
1593,0.537719
1594,0.552128
1595,0.5377591
1596,0.54225355
1597,0.53859395
1598,0.5361567
1599,0.53741777
1600,0.5488768
1601,0.5360045
1602,0.539541
1603,0.5374847
1604,0.5357754
1605,0.53604454
1606,0.5373038
1607,0.537014
1608,0.5355935
1609,0.53721964
1610,0.53806704
1611,0.55953443
1612,0.56978256
1613,0.5358879
1614,0.56865764
1615,0.5377235
1616,0.53550667
1617,0.5376661
1618,0.5400947
1619,0.5392972
1620,0.5380756
1621,0.5519082
1622,0.5600407
1623,0.56978256
1624,0.5443016
1625,0.5387131
1626,0.5371265
1627,0.53762096
1628,0.5485365
1629,0.54076475
1630,0.5377655
1631,0.5385829
1632,0.5358139
1633,0.5689857
1634,0.55390465
1635,0.54652566
1636,0.53880453
1637,0.56005764
1638,0.5478398
1639,0.5360128
1640,0.5383816
1641,0.5697983
1642,0.5697941
1643,0.5453201
1644,0.5489097
1645,0.54869795
1646,0.53746796
1647,0.5491339
1648,0.5363771
1649,0.53568494
1650,0.53667223
1651,0.5402509
1652,0.5363097
1653,0.5364272
1654,0.53732103
1655,0.5379308
1656,0.5686867
1657,0.5417488
1658,0.5436669
1659,0.5384222
1660,0.5393461
1661,0.5385569
1662,0.5402518
1663,0.5398916
1664,0.54502213
1665,0.53934896
1666,0.5501845
1667,0.537851
1668,0.53731704
1669,0.53801084
1670,0.53745633
1671,0.5394846
1672,0.5390751
1673,0.5452744
1674,0.5361678
